"",".model_id",".model_desc",".key",".index",".value",".conf_lo",".conf_hi"
"62",NA,"ACTUAL","actual",2015-02-03 13:00:00,NA,NA,NA
"63",NA,"ACTUAL","actual",2015-02-03 14:00:00,NA,NA,NA
"64",NA,"ACTUAL","actual",2015-02-03 15:00:00,NA,NA,NA
"65",NA,"ACTUAL","actual",2015-02-03 16:00:00,NA,NA,NA
"66",NA,"ACTUAL","actual",2015-02-03 17:00:00,NA,NA,NA
"67",NA,"ACTUAL","actual",2015-02-03 18:00:00,NA,NA,NA
"68",NA,"ACTUAL","actual",2015-02-03 19:00:00,NA,NA,NA
"69",NA,"ACTUAL","actual",2015-02-03 20:00:00,NA,NA,NA
"70",NA,"ACTUAL","actual",2015-02-03 21:00:00,NA,NA,NA
"71",NA,"ACTUAL","actual",2015-02-03 22:00:00,NA,NA,NA
"72",NA,"ACTUAL","actual",2015-02-03 23:00:00,NA,NA,NA
"73",NA,"ACTUAL","actual",2015-02-04 00:00:00,NA,NA,NA
"74",NA,"ACTUAL","actual",2015-02-04 01:00:00,NA,NA,NA
"75",NA,"ACTUAL","actual",2015-02-04 02:00:00,NA,NA,NA
"76",NA,"ACTUAL","actual",2015-02-04 03:00:00,NA,NA,NA
"77",NA,"ACTUAL","actual",2015-02-04 04:00:00,NA,NA,NA
"78",NA,"ACTUAL","actual",2015-02-04 05:00:00,NA,NA,NA
"79",NA,"ACTUAL","actual",2015-02-04 06:00:00,NA,NA,NA
"80",NA,"ACTUAL","actual",2015-02-04 07:00:00,NA,NA,NA
"81",NA,"ACTUAL","actual",2015-02-04 08:00:00,NA,NA,NA
"82",NA,"ACTUAL","actual",2015-02-04 09:00:00,NA,NA,NA
"83",NA,"ACTUAL","actual",2015-02-04 10:00:00,NA,NA,NA
"84",NA,"ACTUAL","actual",2015-02-04 11:00:00,NA,NA,NA
"85",NA,"ACTUAL","actual",2015-02-04 12:00:00,NA,NA,NA
"86",NA,"ACTUAL","actual",2015-02-04 13:00:00,NA,NA,NA
"87",NA,"ACTUAL","actual",2015-02-04 14:00:00,NA,NA,NA
"88",NA,"ACTUAL","actual",2015-02-04 15:00:00,NA,NA,NA
"89",NA,"ACTUAL","actual",2015-02-04 16:00:00,NA,NA,NA
"90",NA,"ACTUAL","actual",2015-02-04 17:00:00,NA,NA,NA
"91",NA,"ACTUAL","actual",2015-02-04 18:00:00,NA,NA,NA
"92",NA,"ACTUAL","actual",2015-02-04 19:00:00,NA,NA,NA
"93",NA,"ACTUAL","actual",2015-02-04 20:00:00,NA,NA,NA
"94",NA,"ACTUAL","actual",2015-02-04 21:00:00,NA,NA,NA
"95",NA,"ACTUAL","actual",2015-02-04 22:00:00,NA,NA,NA
"96",NA,"ACTUAL","actual",2015-02-04 23:00:00,NA,NA,NA
"97",NA,"ACTUAL","actual",2015-02-05 00:00:00,NA,NA,NA
"98",NA,"ACTUAL","actual",2015-02-05 01:00:00,NA,NA,NA
"99",NA,"ACTUAL","actual",2015-02-05 02:00:00,NA,NA,NA
"100",NA,"ACTUAL","actual",2015-02-05 03:00:00,NA,NA,NA
"101",NA,"ACTUAL","actual",2015-02-05 04:00:00,NA,NA,NA
"102",NA,"ACTUAL","actual",2015-02-05 05:00:00,NA,NA,NA
"103",NA,"ACTUAL","actual",2015-02-05 06:00:00,NA,NA,NA
"104",NA,"ACTUAL","actual",2015-02-05 07:00:00,NA,NA,NA
"105",NA,"ACTUAL","actual",2015-02-05 08:00:00,NA,NA,NA
"106",NA,"ACTUAL","actual",2015-02-05 09:00:00,NA,NA,NA
"107",NA,"ACTUAL","actual",2015-02-05 10:00:00,NA,NA,NA
"108",NA,"ACTUAL","actual",2015-02-05 11:00:00,NA,NA,NA
"109",NA,"ACTUAL","actual",2015-02-05 12:00:00,NA,NA,NA
"110",NA,"ACTUAL","actual",2015-02-05 13:00:00,NA,NA,NA
"111",NA,"ACTUAL","actual",2015-02-05 14:00:00,NA,NA,NA
"112",NA,"ACTUAL","actual",2015-02-05 15:00:00,NA,NA,NA
"113",NA,"ACTUAL","actual",2015-02-05 16:00:00,NA,NA,NA
"114",NA,"ACTUAL","actual",2015-02-05 17:00:00,NA,NA,NA
"115",NA,"ACTUAL","actual",2015-02-05 18:00:00,NA,NA,NA
"116",NA,"ACTUAL","actual",2015-02-05 19:00:00,NA,NA,NA
"117",NA,"ACTUAL","actual",2015-02-05 20:00:00,NA,NA,NA
"118",NA,"ACTUAL","actual",2015-02-05 21:00:00,NA,NA,NA
"119",NA,"ACTUAL","actual",2015-02-05 22:00:00,NA,NA,NA
"120",NA,"ACTUAL","actual",2015-02-05 23:00:00,NA,NA,NA
"121",NA,"ACTUAL","actual",2015-02-06 00:00:00,NA,NA,NA
"122",NA,"ACTUAL","actual",2015-02-06 01:00:00,NA,NA,NA
"123",NA,"ACTUAL","actual",2015-02-06 02:00:00,NA,NA,NA
"124",NA,"ACTUAL","actual",2015-02-06 03:00:00,NA,NA,NA
"125",NA,"ACTUAL","actual",2015-02-06 04:00:00,NA,NA,NA
"126",NA,"ACTUAL","actual",2015-02-06 05:00:00,NA,NA,NA
"127",NA,"ACTUAL","actual",2015-02-06 06:00:00,NA,NA,NA
"128",NA,"ACTUAL","actual",2015-02-06 07:00:00,NA,NA,NA
"129",NA,"ACTUAL","actual",2015-02-06 08:00:00,NA,NA,NA
"130",NA,"ACTUAL","actual",2015-02-06 09:00:00,NA,NA,NA
"131",NA,"ACTUAL","actual",2015-02-06 10:00:00,NA,NA,NA
"132",NA,"ACTUAL","actual",2015-02-06 11:00:00,NA,NA,NA
"133",NA,"ACTUAL","actual",2015-02-06 12:00:00,NA,NA,NA
"134",NA,"ACTUAL","actual",2015-02-06 13:00:00,NA,NA,NA
"135",NA,"ACTUAL","actual",2015-02-06 14:00:00,NA,NA,NA
"136",NA,"ACTUAL","actual",2015-02-06 15:00:00,NA,NA,NA
"137",NA,"ACTUAL","actual",2015-02-06 16:00:00,NA,NA,NA
"138",NA,"ACTUAL","actual",2015-02-06 17:00:00,NA,NA,NA
"139",NA,"ACTUAL","actual",2015-02-06 18:00:00,NA,NA,NA
"140",NA,"ACTUAL","actual",2015-02-06 19:00:00,NA,NA,NA
"141",NA,"ACTUAL","actual",2015-02-06 20:00:00,NA,NA,NA
"142",NA,"ACTUAL","actual",2015-02-06 21:00:00,NA,NA,NA
"143",NA,"ACTUAL","actual",2015-02-06 22:00:00,NA,NA,NA
"144",NA,"ACTUAL","actual",2015-02-06 23:00:00,NA,NA,NA
"145",NA,"ACTUAL","actual",2015-02-07 00:00:00,NA,NA,NA
"146",NA,"ACTUAL","actual",2015-02-07 01:00:00,NA,NA,NA
"147",NA,"ACTUAL","actual",2015-02-07 02:00:00,NA,NA,NA
"148",NA,"ACTUAL","actual",2015-02-07 03:00:00,NA,NA,NA
"149",NA,"ACTUAL","actual",2015-02-07 04:00:00,NA,NA,NA
"150",NA,"ACTUAL","actual",2015-02-07 05:00:00,NA,NA,NA
"151",NA,"ACTUAL","actual",2015-02-07 06:00:00,NA,NA,NA
"152",NA,"ACTUAL","actual",2015-02-07 07:00:00,NA,NA,NA
"153",NA,"ACTUAL","actual",2015-02-07 08:00:00,NA,NA,NA
"154",NA,"ACTUAL","actual",2015-02-07 09:00:00,NA,NA,NA
"155",NA,"ACTUAL","actual",2015-02-07 10:00:00,NA,NA,NA
"156",NA,"ACTUAL","actual",2015-02-07 11:00:00,NA,NA,NA
"157",NA,"ACTUAL","actual",2015-02-07 12:00:00,NA,NA,NA
"158",NA,"ACTUAL","actual",2015-02-07 13:00:00,NA,NA,NA
"159",NA,"ACTUAL","actual",2015-02-07 14:00:00,NA,NA,NA
"160",NA,"ACTUAL","actual",2015-02-07 15:00:00,NA,NA,NA
"161",NA,"ACTUAL","actual",2015-02-07 16:00:00,NA,NA,NA
"162",NA,"ACTUAL","actual",2015-02-07 17:00:00,NA,NA,NA
"163",NA,"ACTUAL","actual",2015-02-07 18:00:00,NA,NA,NA
"164",NA,"ACTUAL","actual",2015-02-07 19:00:00,NA,NA,NA
"165",NA,"ACTUAL","actual",2015-02-07 20:00:00,NA,NA,NA
"166",NA,"ACTUAL","actual",2015-02-07 21:00:00,NA,NA,NA
"167",NA,"ACTUAL","actual",2015-02-07 22:00:00,NA,NA,NA
"168",NA,"ACTUAL","actual",2015-02-07 23:00:00,NA,NA,NA
"169",NA,"ACTUAL","actual",2015-02-08 00:00:00,NA,NA,NA
"170",NA,"ACTUAL","actual",2015-02-08 01:00:00,NA,NA,NA
"171",NA,"ACTUAL","actual",2015-02-08 02:00:00,NA,NA,NA
"172",NA,"ACTUAL","actual",2015-02-08 03:00:00,NA,NA,NA
"173",NA,"ACTUAL","actual",2015-02-08 04:00:00,NA,NA,NA
"174",NA,"ACTUAL","actual",2015-02-08 05:00:00,NA,NA,NA
"175",NA,"ACTUAL","actual",2015-02-08 06:00:00,NA,NA,NA
"176",NA,"ACTUAL","actual",2015-02-08 07:00:00,NA,NA,NA
"177",NA,"ACTUAL","actual",2015-02-08 08:00:00,NA,NA,NA
"178",NA,"ACTUAL","actual",2015-02-08 09:00:00,NA,NA,NA
"179",NA,"ACTUAL","actual",2015-02-08 10:00:00,NA,NA,NA
"180",NA,"ACTUAL","actual",2015-02-08 11:00:00,NA,NA,NA
"181",NA,"ACTUAL","actual",2015-02-08 12:00:00,NA,NA,NA
"182",NA,"ACTUAL","actual",2015-02-08 13:00:00,NA,NA,NA
"183",NA,"ACTUAL","actual",2015-02-08 14:00:00,NA,NA,NA
"184",NA,"ACTUAL","actual",2015-02-08 15:00:00,NA,NA,NA
"185",NA,"ACTUAL","actual",2015-02-08 16:00:00,NA,NA,NA
"186",NA,"ACTUAL","actual",2015-02-08 17:00:00,NA,NA,NA
"187",NA,"ACTUAL","actual",2015-02-08 18:00:00,NA,NA,NA
"188",NA,"ACTUAL","actual",2015-02-08 19:00:00,NA,NA,NA
"189",NA,"ACTUAL","actual",2015-02-08 20:00:00,NA,NA,NA
"190",NA,"ACTUAL","actual",2015-02-08 21:00:00,NA,NA,NA
"191",NA,"ACTUAL","actual",2015-02-08 22:00:00,NA,NA,NA
"192",NA,"ACTUAL","actual",2015-02-08 23:00:00,NA,NA,NA
"193",NA,"ACTUAL","actual",2015-02-09 00:00:00,NA,NA,NA
"194",NA,"ACTUAL","actual",2015-02-09 01:00:00,NA,NA,NA
"195",NA,"ACTUAL","actual",2015-02-09 02:00:00,NA,NA,NA
"196",NA,"ACTUAL","actual",2015-02-09 03:00:00,NA,NA,NA
"197",NA,"ACTUAL","actual",2015-02-09 04:00:00,NA,NA,NA
"198",NA,"ACTUAL","actual",2015-02-09 05:00:00,NA,NA,NA
"199",NA,"ACTUAL","actual",2015-02-09 06:00:00,NA,NA,NA
"200",NA,"ACTUAL","actual",2015-02-09 07:00:00,NA,NA,NA
"201",NA,"ACTUAL","actual",2015-02-09 08:00:00,NA,NA,NA
"202",NA,"ACTUAL","actual",2015-02-09 09:00:00,NA,NA,NA
"203",NA,"ACTUAL","actual",2015-02-09 10:00:00,NA,NA,NA
"204",NA,"ACTUAL","actual",2015-02-09 11:00:00,NA,NA,NA
"205",NA,"ACTUAL","actual",2015-02-09 12:00:00,NA,NA,NA
"206",NA,"ACTUAL","actual",2015-02-09 13:00:00,NA,NA,NA
"207",NA,"ACTUAL","actual",2015-02-09 14:00:00,NA,NA,NA
"208",NA,"ACTUAL","actual",2015-02-09 15:00:00,NA,NA,NA
"209",NA,"ACTUAL","actual",2015-02-09 16:00:00,NA,NA,NA
"210",NA,"ACTUAL","actual",2015-02-09 17:00:00,NA,NA,NA
"211",NA,"ACTUAL","actual",2015-02-09 18:00:00,NA,NA,NA
"212",NA,"ACTUAL","actual",2015-02-09 19:00:00,NA,NA,NA
"213",NA,"ACTUAL","actual",2015-02-09 20:00:00,NA,NA,NA
"214",NA,"ACTUAL","actual",2015-02-09 21:00:00,NA,NA,NA
"215",NA,"ACTUAL","actual",2015-02-09 22:00:00,NA,NA,NA
"216",NA,"ACTUAL","actual",2015-02-09 23:00:00,NA,NA,NA
"217",NA,"ACTUAL","actual",2015-02-10 00:00:00,NA,NA,NA
"218",NA,"ACTUAL","actual",2015-02-10 01:00:00,NA,NA,NA
"219",NA,"ACTUAL","actual",2015-02-10 02:00:00,NA,NA,NA
"220",NA,"ACTUAL","actual",2015-02-10 03:00:00,NA,NA,NA
"221",NA,"ACTUAL","actual",2015-02-10 04:00:00,NA,NA,NA
"222",NA,"ACTUAL","actual",2015-02-10 05:00:00,NA,NA,NA
"223",NA,"ACTUAL","actual",2015-02-10 06:00:00,NA,NA,NA
"224",NA,"ACTUAL","actual",2015-02-10 07:00:00,NA,NA,NA
"225",NA,"ACTUAL","actual",2015-02-10 08:00:00,NA,NA,NA
"226",NA,"ACTUAL","actual",2015-02-10 09:00:00,NA,NA,NA
"227",NA,"ACTUAL","actual",2015-02-10 10:00:00,NA,NA,NA
"228",NA,"ACTUAL","actual",2015-02-10 11:00:00,NA,NA,NA
"229",NA,"ACTUAL","actual",2015-02-10 12:00:00,NA,NA,NA
"230",NA,"ACTUAL","actual",2015-02-10 13:00:00,NA,NA,NA
"231",NA,"ACTUAL","actual",2015-02-10 14:00:00,NA,NA,NA
"232",NA,"ACTUAL","actual",2015-02-10 15:00:00,NA,NA,NA
"233",NA,"ACTUAL","actual",2015-02-10 16:00:00,NA,NA,NA
"234",NA,"ACTUAL","actual",2015-02-10 17:00:00,NA,NA,NA
"235",NA,"ACTUAL","actual",2015-02-10 18:00:00,NA,NA,NA
"236",NA,"ACTUAL","actual",2015-02-10 19:00:00,NA,NA,NA
"237",NA,"ACTUAL","actual",2015-02-10 20:00:00,NA,NA,NA
"238",NA,"ACTUAL","actual",2015-02-10 21:00:00,NA,NA,NA
"239",NA,"ACTUAL","actual",2015-02-10 22:00:00,NA,NA,NA
"240",NA,"ACTUAL","actual",2015-02-10 23:00:00,NA,NA,NA
"241",NA,"ACTUAL","actual",2015-02-11 00:00:00,NA,NA,NA
"242",NA,"ACTUAL","actual",2015-02-11 01:00:00,NA,NA,NA
"243",NA,"ACTUAL","actual",2015-02-11 02:00:00,NA,NA,NA
"244",NA,"ACTUAL","actual",2015-02-11 03:00:00,NA,NA,NA
"245",NA,"ACTUAL","actual",2015-02-11 04:00:00,NA,NA,NA
"246",NA,"ACTUAL","actual",2015-02-11 05:00:00,NA,NA,NA
"247",NA,"ACTUAL","actual",2015-02-11 06:00:00,NA,NA,NA
"248",NA,"ACTUAL","actual",2015-02-11 07:00:00,NA,NA,NA
"249",NA,"ACTUAL","actual",2015-02-11 08:00:00,NA,NA,NA
"250",NA,"ACTUAL","actual",2015-02-11 09:00:00,NA,NA,NA
"251",NA,"ACTUAL","actual",2015-02-11 10:00:00,NA,NA,NA
"252",NA,"ACTUAL","actual",2015-02-11 11:00:00,NA,NA,NA
"253",NA,"ACTUAL","actual",2015-02-11 12:00:00,NA,NA,NA
"254",NA,"ACTUAL","actual",2015-02-11 13:00:00,NA,NA,NA
"255",NA,"ACTUAL","actual",2015-02-11 14:00:00,NA,NA,NA
"256",NA,"ACTUAL","actual",2015-02-11 15:00:00,NA,NA,NA
"257",NA,"ACTUAL","actual",2015-02-11 16:00:00,NA,NA,NA
"258",NA,"ACTUAL","actual",2015-02-11 17:00:00,NA,NA,NA
"259",NA,"ACTUAL","actual",2015-02-11 18:00:00,NA,NA,NA
"260",NA,"ACTUAL","actual",2015-02-11 19:00:00,NA,NA,NA
"261",NA,"ACTUAL","actual",2015-02-11 20:00:00,NA,NA,NA
"262",NA,"ACTUAL","actual",2015-02-11 21:00:00,NA,NA,NA
"263",NA,"ACTUAL","actual",2015-02-11 22:00:00,NA,NA,NA
"264",NA,"ACTUAL","actual",2015-02-11 23:00:00,NA,NA,NA
"265",NA,"ACTUAL","actual",2015-02-12 00:00:00,NA,NA,NA
"266",NA,"ACTUAL","actual",2015-02-12 01:00:00,NA,NA,NA
"267",NA,"ACTUAL","actual",2015-02-12 02:00:00,NA,NA,NA
"268",NA,"ACTUAL","actual",2015-02-12 03:00:00,NA,NA,NA
"269",NA,"ACTUAL","actual",2015-02-12 04:00:00,NA,NA,NA
"270",NA,"ACTUAL","actual",2015-02-12 05:00:00,NA,NA,NA
"271",NA,"ACTUAL","actual",2015-02-12 06:00:00,NA,NA,NA
"272",NA,"ACTUAL","actual",2015-02-12 07:00:00,NA,NA,NA
"273",NA,"ACTUAL","actual",2015-02-12 08:00:00,NA,NA,NA
"274",NA,"ACTUAL","actual",2015-02-12 09:00:00,NA,NA,NA
"275",NA,"ACTUAL","actual",2015-02-12 10:00:00,NA,NA,NA
"276",NA,"ACTUAL","actual",2015-02-12 11:00:00,NA,NA,NA
"277",NA,"ACTUAL","actual",2015-02-12 12:00:00,NA,NA,NA
"278",NA,"ACTUAL","actual",2015-02-12 13:00:00,NA,NA,NA
"279",NA,"ACTUAL","actual",2015-02-12 14:00:00,NA,NA,NA
"280",NA,"ACTUAL","actual",2015-02-12 15:00:00,NA,NA,NA
"281",NA,"ACTUAL","actual",2015-02-12 16:00:00,NA,NA,NA
"282",NA,"ACTUAL","actual",2015-02-12 17:00:00,NA,NA,NA
"283",NA,"ACTUAL","actual",2015-02-12 18:00:00,NA,NA,NA
"284",NA,"ACTUAL","actual",2015-02-12 19:00:00,NA,NA,NA
"285",NA,"ACTUAL","actual",2015-02-12 20:00:00,NA,NA,NA
"286",NA,"ACTUAL","actual",2015-02-12 21:00:00,NA,NA,NA
"287",NA,"ACTUAL","actual",2015-02-12 22:00:00,NA,NA,NA
"288",NA,"ACTUAL","actual",2015-02-12 23:00:00,NA,NA,NA
"289",NA,"ACTUAL","actual",2015-02-13 00:00:00,NA,NA,NA
"290",NA,"ACTUAL","actual",2015-02-13 01:00:00,NA,NA,NA
"291",NA,"ACTUAL","actual",2015-02-13 02:00:00,NA,NA,NA
"292",NA,"ACTUAL","actual",2015-02-13 03:00:00,NA,NA,NA
"293",NA,"ACTUAL","actual",2015-02-13 04:00:00,NA,NA,NA
"294",NA,"ACTUAL","actual",2015-02-13 05:00:00,NA,NA,NA
"295",NA,"ACTUAL","actual",2015-02-13 06:00:00,NA,NA,NA
"296",NA,"ACTUAL","actual",2015-02-13 07:00:00,NA,NA,NA
"297",NA,"ACTUAL","actual",2015-02-13 08:00:00,NA,NA,NA
"298",NA,"ACTUAL","actual",2015-02-13 09:00:00,NA,NA,NA
"299",NA,"ACTUAL","actual",2015-02-13 10:00:00,NA,NA,NA
"300",NA,"ACTUAL","actual",2015-02-13 11:00:00,NA,NA,NA
"301",NA,"ACTUAL","actual",2015-02-13 12:00:00,NA,NA,NA
"302",NA,"ACTUAL","actual",2015-02-13 13:00:00,NA,NA,NA
"303",NA,"ACTUAL","actual",2015-02-13 14:00:00,NA,NA,NA
"304",NA,"ACTUAL","actual",2015-02-13 15:00:00,NA,NA,NA
"305",NA,"ACTUAL","actual",2015-02-13 16:00:00,NA,NA,NA
"306",NA,"ACTUAL","actual",2015-02-13 17:00:00,NA,NA,NA
"307",NA,"ACTUAL","actual",2015-02-13 18:00:00,NA,NA,NA
"308",NA,"ACTUAL","actual",2015-02-13 19:00:00,NA,NA,NA
"309",NA,"ACTUAL","actual",2015-02-13 20:00:00,NA,NA,NA
"310",NA,"ACTUAL","actual",2015-02-13 21:00:00,NA,NA,NA
"311",NA,"ACTUAL","actual",2015-02-13 22:00:00,NA,NA,NA
"312",NA,"ACTUAL","actual",2015-02-13 23:00:00,NA,NA,NA
"313",NA,"ACTUAL","actual",2015-02-14 00:00:00,NA,NA,NA
"314",NA,"ACTUAL","actual",2015-02-14 01:00:00,NA,NA,NA
"315",NA,"ACTUAL","actual",2015-02-14 02:00:00,NA,NA,NA
"316",NA,"ACTUAL","actual",2015-02-14 03:00:00,NA,NA,NA
"317",NA,"ACTUAL","actual",2015-02-14 04:00:00,NA,NA,NA
"318",NA,"ACTUAL","actual",2015-02-14 05:00:00,NA,NA,NA
"319",NA,"ACTUAL","actual",2015-02-14 06:00:00,NA,NA,NA
"320",NA,"ACTUAL","actual",2015-02-14 07:00:00,NA,NA,NA
"321",NA,"ACTUAL","actual",2015-02-14 08:00:00,NA,NA,NA
"322",NA,"ACTUAL","actual",2015-02-14 09:00:00,NA,NA,NA
"323",NA,"ACTUAL","actual",2015-02-14 10:00:00,NA,NA,NA
"324",NA,"ACTUAL","actual",2015-02-14 11:00:00,NA,NA,NA
"325",NA,"ACTUAL","actual",2015-02-14 12:00:00,NA,NA,NA
"326",NA,"ACTUAL","actual",2015-02-14 13:00:00,NA,NA,NA
"327",NA,"ACTUAL","actual",2015-02-14 14:00:00,NA,NA,NA
"328",NA,"ACTUAL","actual",2015-02-14 15:00:00,NA,NA,NA
"329",NA,"ACTUAL","actual",2015-02-14 16:00:00,NA,NA,NA
"330",NA,"ACTUAL","actual",2015-02-14 17:00:00,NA,NA,NA
"331",NA,"ACTUAL","actual",2015-02-14 18:00:00,NA,NA,NA
"332",NA,"ACTUAL","actual",2015-02-14 19:00:00,NA,NA,NA
"333",NA,"ACTUAL","actual",2015-02-14 20:00:00,NA,NA,NA
"334",NA,"ACTUAL","actual",2015-02-14 21:00:00,NA,NA,NA
"335",NA,"ACTUAL","actual",2015-02-14 22:00:00,NA,NA,NA
"336",NA,"ACTUAL","actual",2015-02-14 23:00:00,NA,NA,NA
"337",NA,"ACTUAL","actual",2015-02-15 00:00:00,NA,NA,NA
"338",NA,"ACTUAL","actual",2015-02-15 01:00:00,NA,NA,NA
"339",NA,"ACTUAL","actual",2015-02-15 02:00:00,NA,NA,NA
"340",NA,"ACTUAL","actual",2015-02-15 03:00:00,NA,NA,NA
"341",NA,"ACTUAL","actual",2015-02-15 04:00:00,NA,NA,NA
"342",NA,"ACTUAL","actual",2015-02-15 05:00:00,NA,NA,NA
"343",NA,"ACTUAL","actual",2015-02-15 06:00:00,NA,NA,NA
"344",NA,"ACTUAL","actual",2015-02-15 07:00:00,NA,NA,NA
"345",NA,"ACTUAL","actual",2015-02-15 08:00:00,NA,NA,NA
"346",NA,"ACTUAL","actual",2015-02-15 09:00:00,NA,NA,NA
"347",NA,"ACTUAL","actual",2015-02-15 10:00:00,NA,NA,NA
"348",NA,"ACTUAL","actual",2015-02-15 11:00:00,NA,NA,NA
"349",NA,"ACTUAL","actual",2015-02-15 12:00:00,NA,NA,NA
"350",NA,"ACTUAL","actual",2015-02-15 13:00:00,NA,NA,NA
"351",NA,"ACTUAL","actual",2015-02-15 14:00:00,NA,NA,NA
"352",NA,"ACTUAL","actual",2015-02-15 15:00:00,NA,NA,NA
"353",NA,"ACTUAL","actual",2015-02-15 16:00:00,NA,NA,NA
"354",NA,"ACTUAL","actual",2015-02-15 17:00:00,NA,NA,NA
"355",NA,"ACTUAL","actual",2015-02-15 18:00:00,NA,NA,NA
"356",NA,"ACTUAL","actual",2015-02-15 19:00:00,NA,NA,NA
"357",NA,"ACTUAL","actual",2015-02-15 20:00:00,NA,NA,NA
